Source Node    	Target Node    	Interaction Source	Interaction Type
GRB14	TDRD9	Bayes	Directed
HSS00085876	NPC1L1	Bayes	Directed
HSS00085876	AF086396	Bayes	Directed
HSS00085876	SKI	Bayes	Directed
HSS00085876	FMO5	Bayes	Directed
HSPA8	LTB4DH	Bayes	Directed
NAT12	PPHLN1	Bayes	Directed
NAT12	DCP2	Bayes	Directed
NAT12	153364	Bayes	Directed
SLC47A1	BPI	Bayes	Directed
SLC47A1	221091	Bayes	Directed
SAR1A	SAR1P3	Bayes	Directed
NLRC4	AK093691	Bayes	Directed
NLRC4	PLAC8	Bayes	Directed
Contig8894_RC	XM_212509	Bayes	Directed
Contig8894_RC	AK090518	Bayes	Directed
FBXO5	CHEK1	Bayes	Directed
FBXO5	HAS2	Bayes	Directed
FBXO5	ASPM	Bayes	Directed
TRAF3IP2	BAG3	Bayes	Directed
TRAF3IP2	PYGL	Bayes	Directed
TRAF3IP2	FAM107A	Bayes	Directed
AF086179	644366	Bayes	Directed
C15orf5	MCTP2	Bayes	Directed
C15orf5	CTAG1A	Bayes	Directed
ITIH2	ISLR	Bayes	Directed
ITIH2	COL15A1	Bayes	Directed
ITIH2	GPC3	Bayes	Directed
Contig35608_RC	HLF	Bayes	Directed
LILRA5	MMRN1	Bayes	Directed
LILRA5	S100P	Bayes	Directed
EMP1	COL9A1	Bayes	Directed
ATP10B	BC037932	Bayes	Directed
ATP10B	CCDC122	Bayes	Directed
ATP10B	HSS00009018	Bayes	Directed
CUL5	Contig35608_RC	Bayes	Directed
CUL5	DNAJB14	Bayes	Directed
CUL5	C1orf218	Bayes	Directed
CUL5	AL162043	Bayes	Directed
CUL5	PIK3CA	Bayes	Directed
CUL5	CMYA5	Bayes	Directed
CUL5	AK022035	Bayes	Directed
400796	PTHLH	Bayes	Directed
400796	NPPA	Bayes	Directed
400796	GNAL	Bayes	Directed
ACTA1	ACTBL2	Bayes	Directed
PRSS23	EYA4	Bayes	Directed
hCT1764595.2	PYGL	Bayes	Directed
hCT1764595.2	ENST00000285338	Bayes	Directed
hCT1764595.2	SLC1A5	Bayes	Directed
hCT1764595.2	79887	Bayes	Directed
hCT1764595.2	CLIC1	Bayes	Directed
hCT1764595.2	ITPR3	Bayes	Directed
SYK	AL832727	Bayes	Directed
SLC15A2	HSG00509913	Bayes	Directed
SLC15A2	TTPA	Bayes	Directed
SLC15A2	PPP1R3C	Bayes	Directed
729505	644992	Bayes	Directed
RHBDF2	SH3TC1	Bayes	Directed
399959	FBXL17	Bayes	Directed
VN1R4	XM_172531	Bayes	Directed
VN1R4	RASAL2	Bayes	Directed
VN1R4	BET3L	Bayes	Directed
VN1R4	SLCO4C1	Bayes	Directed
XM_063834	ENST00000298932	Bayes	Directed
XM_063834	RPLP0	Bayes	Directed
XM_063834	hCT1643483.2	Bayes	Directed
XM_063834	HSG00276912	Bayes	Directed
PTPN20B	HSG00518482	Bayes	Directed
PTPN20B	CYP2C8	Bayes	Directed
IQGAP1	SERTAD3	Bayes	Directed
IQGAP1	CREB3L2	Bayes	Directed
IQGAP1	ITGB1	Bayes	Directed
IQGAP1	SPARC	Bayes	Directed
IQGAP1	UACA	Bayes	Directed
TMSB4Y	HSG00502441	Bayes	Directed
COL3A1	MFAP4	Bayes	Directed
COL3A1	PDE5A	Bayes	Directed
COL3A1	157869	Bayes	Directed
COL3A1	ASPN	Bayes	Directed
COL3A1	LUM	Bayes	Directed
ITGB2	LILRA2	Bayes	Directed
HSS00106140	CRYBB2	Bayes	Directed
SMCHD1	HSS00040851	Bayes	Directed
SMCHD1	Contig29672_RC	Bayes	Directed
SMCHD1	KIAA1257	Bayes	Directed
SMCHD1	AK054959	Bayes	Directed
YWHAH	UCHL1	Bayes	Directed
YWHAH	SYN2	Bayes	Directed
YWHAH	ITGA6	Bayes	Directed
YWHAH	GNB5	Bayes	Directed
YWHAH	CHRM3	Bayes	Directed
YWHAH	25849	Bayes	Directed
YWHAH	AK090935	Bayes	Directed
YWHAH	CA10	Bayes	Directed
YWHAH	RTN1	Bayes	Directed
HSS00133384	XM_090067	Bayes	Directed
hCT1814971.1	XM_102295	Bayes	Directed
hCT1814971.1	C1orf184	Bayes	Directed
CAPZA2	FNIP2	Bayes	Directed
CAPZA2	hCT1640487.2	Bayes	Directed
CAPZA2	YIPF5	Bayes	Directed
ZCWPW2	BC035328	Bayes	Directed
ZCWPW2	hCT10421.3	Bayes	Directed
CBFB	STK3	Bayes	Directed
CBFB	ELOVL5	Bayes	Directed
CBFB	SNAP23	Bayes	Directed
CBFB	IKZF2	Bayes	Directed
CBFB	TMED5	Bayes	Directed
CBFB	ARRDC3	Bayes	Directed
CBFB	NFE2L2	Bayes	Directed
CBFB	CETN3	Bayes	Directed
CBFB	TIPARP	Bayes	Directed
CBFB	BBX	Bayes	Directed
CBFB	PIGA	Bayes	Directed
CBFB	Contig37920_RC	Bayes	Directed
FLNB	ANKRD2	Bayes	Directed
C3AR1	ALOX5AP	Bayes	Directed
C3AR1	CLEC7A	Bayes	Directed
C3AR1	PIK3CG	Bayes	Directed
C3AR1	CD53	Bayes	Directed
C4orf18	KIF24	Bayes	Directed
SELE	CXCL11	Bayes	Directed
TNFSF12-TNFSF13	TNFSF13	Bayes	Directed
TNFSF12-TNFSF13	ALDH4A1	Bayes	Directed
CRH	VGF	Bayes	Directed
CRH	KMO	Bayes	Directed
CRH	LBH	Bayes	Directed
CRH	GSG1	Bayes	Directed
CCDC19	HOXB5	Bayes	Directed
CCDC19	ENST00000278205	Bayes	Directed
RIMBP2	C18orf33	Bayes	Directed
AK055250	AK097936	Bayes	Directed
AK055250	SPNS3	Bayes	Directed
AK055250	ENST00000299128	Bayes	Directed
AK055250	ATRIP	Bayes	Directed
NEUROD6	ETV5	Bayes	Directed
AL832835	STEAP4	Bayes	Directed
HOOK1	Contig8977_RC	Bayes	Directed
HOOK1	hCG_2024596	Bayes	Directed
AMIGO2	TPM3	Bayes	Directed
SLC7A7	LHFPL2	Bayes	Directed
Contig48542_RC	C1GALT1	Bayes	Directed
C20orf175	440248	Bayes	Directed
C20orf175	WFIKKN1	Bayes	Directed
RANBP3L	HSS00332648	Bayes	Directed
RANBP3L	LONRF3	Bayes	Directed
LY86	LST1	Bayes	Directed
LY86	LILRB4	Bayes	Directed
LY86	DOCK8	Bayes	Directed
LY86	Contig35866_RC	Bayes	Directed
LY86	IRF8	Bayes	Directed
LY86	TREM2	Bayes	Directed
LY86	TBXAS1	Bayes	Directed
LY86	RGS10	Bayes	Directed
LY86	ADAM28	Bayes	Directed
441172	HSS00339912	Bayes	Directed
441172	Contig38614_RC	Bayes	Directed
CBLN2	643718	Bayes	Directed
ARNT	AK1	Bayes	Directed
ARNT	SCN2B	Bayes	Directed
ARNT	MAMLD1	Bayes	Directed
ARNT	HSG00503376	Bayes	Directed
ARNT	ENST00000283964	Bayes	Directed
ARNT	AA128836	Bayes	Directed
C15orf23	SNED1	Bayes	Directed
C15orf23	HSS00183494	Bayes	Directed
C15orf23	TPTE2	Bayes	Directed
C15orf23	AK023793	Bayes	Directed
GPC3	GAL	Bayes	Directed
GPC3	RAB17	Bayes	Directed
Contig57822_RC	LPP	Bayes	Directed
645652	MT1A	Bayes	Directed
645652	HIST3H2BB	Bayes	Directed
PIP5K1A	MARVELD1	Bayes	Directed
ENST00000297023	hCT1644265.2	Bayes	Directed
ENST00000297023	HMG4L	Bayes	Directed
CCL5	CD3D	Bayes	Directed
CCL5	KLRB1	Bayes	Directed
CCL5	IL2RB	Bayes	Directed
CCL5	IL7R	Bayes	Directed
CCL5	GZMK	Bayes	Directed
AL359560	HSS00166255	Bayes	Directed
ERAP2	LNPEP	Bayes	Directed
KCNS1	CCNO	Bayes	Directed
KCNS1	TNNT2	Bayes	Directed
KCNS1	EPN3	Bayes	Directed
OGFOD2	286434	Bayes	Directed
ATM	GNB4	Bayes	Directed
ATM	AK024877	Bayes	Directed
ATM	ZNF652	Bayes	Directed
ATM	RSE_00000729974	Bayes	Directed
N4BP2L2	C14orf149	Bayes	Directed
N4BP2L2	HSS00221593	Bayes	Directed
AK055022	TMBIM4	Bayes	Directed
TEKT1	AK056784	Bayes	Directed
HSS00131305	118425	Bayes	Directed
TARBP1	ZNF91	Bayes	Directed
CPLX1	CABP1	Bayes	Directed
KRT18P8	ENST00000299303	Bayes	Directed
ENST00000297884	AL110150	Bayes	Directed
ENST00000297884	hCT1775397.2	Bayes	Directed
IHPK3	ARRDC2	Bayes	Directed
FZD8	AK3L1	Bayes	Directed
ATP13A4	EYA1	Bayes	Directed
ATP13A4	PON3	Bayes	Directed
ATP13A4	SLC25A33	Bayes	Directed
ATP13A4	ANGPTL1	Bayes	Directed
ATP13A4	ABCC11	Bayes	Directed
ATP13A4	C8orf13	Bayes	Directed
ATP13A4	RBP1	Bayes	Directed
ATP13A4	ZFAND5	Bayes	Directed
ATP13A4	IQCA	Bayes	Directed
ATP13A4	ERMAP	Bayes	Directed
ATP13A4	284998	Bayes	Directed
KCND2	HSS00001370	Bayes	Directed
KCND2	MUM1L1	Bayes	Directed
KCND2	AK095543	Bayes	Directed
PPP2R1B	Contig16722_RC	Bayes	Directed
HLTF	CHMP2B	Bayes	Directed
HLTF	MDH1B	Bayes	Directed
HLTF	C1orf67	Bayes	Directed
HLTF	SNORD45B	Bayes	Directed
MPV17L	RBP4	Bayes	Directed
TLN1	ZFHX3	Bayes	Directed
TLN1	PTBP1	Bayes	Directed
SPON1	OTX1	Bayes	Directed
SPON1	PPAP2B	Bayes	Directed
SPON1	SASH1	Bayes	Directed
SPON1	CYP4V2	Bayes	Directed
PCMT1	STMN2	Bayes	Directed
PCMT1	284371	Bayes	Directed
PTPRN2	PAH	Bayes	Directed
GRID2IP	138948	Bayes	Directed
CLPTM1	IQSEC2	Bayes	Directed
CLPTM1	ECE2	Bayes	Directed
CLPTM1	GTF2H4	Bayes	Directed
hCT1782973.2	SCD	Bayes	Directed
hCT1782973.2	SCD	Bayes	Directed
CLIC6	HSG00402610	Bayes	Directed
FLI1	A2M	Bayes	Directed
FLI1	HHEX	Bayes	Directed
FLI1	LMO2	Bayes	Directed
CEACAM8	DEFA4	Bayes	Directed
CEACAM8	HSS00169179	Bayes	Directed
CEACAM8	CCDC19	Bayes	Directed
CAT	10404	Bayes	Directed
S100A12	RGL4	Bayes	Directed
S100A12	MGAM	Bayes	Directed
S100A12	PPBP	Bayes	Directed
S100A12	C19orf59	Bayes	Directed
S100A12	LCN2	Bayes	Directed
S100A12	MMP8	Bayes	Directed
CLEC2B	TM4SF1	Bayes	Directed
CLEC2B	PLA2G4A	Bayes	Directed
RGSL1	hCT1847483	Bayes	Directed
RGSL1	XM_090880	Bayes	Directed
RGSL1	HSS00011293	Bayes	Directed
C21orf91	LRRC8D	Bayes	Directed
C21orf91	CCNE2	Bayes	Directed
441057	CRX	Bayes	Directed
IFI44	IFIH1	Bayes	Directed
IFI44	IFI44L	Bayes	Directed
NELF	ZNF124	Bayes	Directed
NELF	79948	Bayes	Directed
NELF	CAMK2A	Bayes	Directed
NELF	CLPTM1	Bayes	Directed
AK056890	hCT1971183.1	Bayes	Directed
GFRA2	PRKCE	Bayes	Directed
GFRA2	PCDHA6	Bayes	Directed
ARID5A	Contig12989_RC	Bayes	Directed
ADRB2	LRRC8C	Bayes	Directed
OMG	NKAIN2	Bayes	Directed
OMG	BATF3	Bayes	Directed
NCF4	NCF2	Bayes	Directed
NCF4	TLR2	Bayes	Directed
AK057885	AF147347	Bayes	Directed
RPH3AL	FAM101B	Bayes	Directed
ZDHHC2	GPNMB	Bayes	Directed
ZDHHC2	GGT7	Bayes	Directed
SPTBN1	SPTBN1	Bayes	Directed
hCT1649165.3	HSS00128455	Bayes	Directed
LTBR	GPR85	Bayes	Directed
RAB3B	CYP26A1	Bayes	Directed
Contig31587_RC	DUXAP10	Bayes	Directed
RNASE2	OR7A5	Bayes	Directed
C8orf66	RETN	Bayes	Directed
TBXAS1	ALOX5AP	Bayes	Directed
TBXAS1	TYROBP	Bayes	Directed
TBXAS1	CD86	Bayes	Directed
TBXAS1	FGD2	Bayes	Directed
TBXAS1	GPR34	Bayes	Directed
PPEF1	HSS00247561	Bayes	Directed
PPEF1	C6orf105	Bayes	Directed
PPEF1	DUSP27	Bayes	Directed
NHLRC3	HSS00209331	Bayes	Directed
NHLRC3	DUSP19	Bayes	Directed
NHLRC3	PTBP2	Bayes	Directed
Contig23742_RC	Contig21674_RC	Bayes	Directed
SLC32A1	SST	Bayes	Directed
SLC32A1	RP11-16L6.1	Bayes	Directed
SLC32A1	PNOC	Bayes	Directed
SLC32A1	hCT1831218	Bayes	Directed
SLC32A1	VWC2	Bayes	Directed
SLC32A1	PENK	Bayes	Directed
Contig41850_RC	AJ227863	Bayes	Directed
Contig41850_RC	FGFR1OP2	Bayes	Directed
Contig41850_RC	Contig38542_RC	Bayes	Directed
Contig41850_RC	KLHL28	Bayes	Directed
Contig41850_RC	hCT1971287.1	Bayes	Directed
ANXA3	MATN3	Bayes	Directed
C10orf6	HSG00458495	Bayes	Directed
C10orf6	AK056840	Bayes	Directed
CLSTN3	STK32C	Bayes	Directed
CLSTN3	KCNT1	Bayes	Directed
B2M	PSMB9	Bayes	Directed
STXBP3	TCF12	Bayes	Directed
STXBP3	FAM84B	Bayes	Directed
STXBP3	AF085861	Bayes	Directed
STXBP3	FOXN2	Bayes	Directed
STXBP3	KLHL32	Bayes	Directed
STXBP3	ZFYVE16	Bayes	Directed
PRB1	PRB2	Bayes	Directed
PRB1	HSS00048911	Bayes	Directed
PRB1	PRB1	Bayes	Directed
HOXA10	SLFN13	Bayes	Directed
RFX4	KLF15	Bayes	Directed
RFX4	ABCC9	Bayes	Directed
RFX4	IL17RB	Bayes	Directed
RFX4	BC040195	Bayes	Directed
RFX4	LRIG1	Bayes	Directed
RFX4	C14orf152	Bayes	Directed
RFX4	RHPN2	Bayes	Directed
EYA2	ACOX2	Bayes	Directed
EYA2	TP53I3	Bayes	Directed
SEC23A	LIG4	Bayes	Directed
SEC23A	55006	Bayes	Directed
SEC23A	SCN1A	Bayes	Directed
SEC23A	SGPP1	Bayes	Directed
AJ012492	ZFP28	Bayes	Directed
RAB7B	LAIR2	Bayes	Directed
FAM107B	ERMN	Bayes	Directed
FAM107B	TMCC3	Bayes	Directed
DPEP3	TNFRSF6B	Bayes	Directed
DPEP3	SLC36A1	Bayes	Directed
COL8A2	ADAM12	Bayes	Directed
RAPGEF5	KANK4	Bayes	Directed
202459	HSS00097721	Bayes	Directed
202459	AK024915	Bayes	Directed
202459	29023	Bayes	Directed
AK021853	HSG00503310	Bayes	Directed
AK021853	ATM	Bayes	Directed
RPL23A	hCT2314299	Bayes	Directed
RGS1	CD69	Bayes	Directed
hCT11539.3	HERC2	Bayes	Directed
hCT11539.3	LRCH4	Bayes	Directed
PSME4	NCAPH	Bayes	Directed
UTP15	HSS00347093	Bayes	Directed
UTP15	NUCKS1	Bayes	Directed
WNT2	BCL2L10	Bayes	Directed
NM_014074	AK026818	Bayes	Directed
NM_014074	SLC4A4	Bayes	Directed
hCT1788782.2	hCT1645074.2	Bayes	Directed
hCT1788782.2	HSG00256715	Bayes	Directed
NPHP3	CENPQ	Bayes	Directed
NPHP3	Contig32322_RC	Bayes	Directed
NPHP3	VILL	Bayes	Directed
NPHP3	TBC1D5	Bayes	Directed
NPHP3	VPS13D	Bayes	Directed
NPHP3	NEK1	Bayes	Directed
NPHP3	HSS00020342	Bayes	Directed
NPHP3	HSG00461782	Bayes	Directed
AP2B1	LMNB1	Bayes	Directed
AP2B1	PURB	Bayes	Directed
AP2B1	ISOC2	Bayes	Directed
AP2B1	MRPL12	Bayes	Directed
AP2B1	ANP32D	Bayes	Directed
CPE	PCDHB11	Bayes	Directed
CPE	PMS2L1	Bayes	Directed
EGLN1	LATS1	Bayes	Directed
EGLN1	ACBD5	Bayes	Directed
EGLN1	NCOA2	Bayes	Directed
GOLGA8A	ODF2L	Bayes	Directed
GOLGA8A	TARBP1	Bayes	Directed
TJP1	HIP1	Bayes	Directed
TJP1	HEY2	Bayes	Directed
TJP1	AL049423	Bayes	Directed
CLIC1	FSTL1	Bayes	Directed
CLIC1	ITGA5	Bayes	Directed
CLIC1	GNG11	Bayes	Directed
CLIC1	PECAM1	Bayes	Directed
CLIC1	ANG	Bayes	Directed
CLIC1	FER1L3	Bayes	Directed
CLIC1	FN1	Bayes	Directed
CLIC1	TUBB6	Bayes	Directed
CLIC1	TES	Bayes	Directed
SNTG1	HSS00023397	Bayes	Directed
TRIM34	APOBEC3G	Bayes	Directed
MRC2	CCND1	Bayes	Directed
COL4A1	S1PR3	Bayes	Directed
hCT9578.3	SNORD61	Bayes	Directed
PAK3	NAV3	Bayes	Directed
PAK3	GLRA2	Bayes	Directed
PAK3	Contig15728_RC	Bayes	Directed
PAK3	CAP2	Bayes	Directed
PAK3	JPH1	Bayes	Directed
PAK3	389073	Bayes	Directed
92080	OPRL1	Bayes	Directed
SERTAD1	HSPA6	Bayes	Directed
AK094004	AL512701	Bayes	Directed
AK094004	AL080232	Bayes	Directed
AK021439	DIO3OS	Bayes	Directed
AK021439	Contig29067_RC	Bayes	Directed
AK021439	C20orf175	Bayes	Directed
TNXB	VWA3A	Bayes	Directed
STK33	SLC30A1	Bayes	Directed
C1orf76	MS4A8B	Bayes	Directed
TNC	NMB	Bayes	Directed
PREP	Contig43905_RC	Bayes	Directed
CXorf21	HSS00388272	Bayes	Directed
CXorf21	CASP1	Bayes	Directed
CXorf21	NLRC4	Bayes	Directed
KCNQ1DN	HSS00009331	Bayes	Directed
TES	CD48	Bayes	Directed
TES	CLEC2B	Bayes	Directed
HSPA2	DMRT3	Bayes	Directed
ITGBL1	NPNT	Bayes	Directed
PIR	TMEM27	Bayes	Directed
CMAS	CAMK4	Bayes	Directed
CMAS	MLSTD1	Bayes	Directed
CMAS	PJA2	Bayes	Directed
CMAS	FGFRL1	Bayes	Directed
CMAS	PPFIA2	Bayes	Directed
CMAS	ACTN2	Bayes	Directed
CMAS	B3GALT2	Bayes	Directed
CMAS	EPB41L3	Bayes	Directed
Contig44271_RC	HSG00518603	Bayes	Directed
Contig44271_RC	AK095844	Bayes	Directed
EDNRB	NCAN	Bayes	Directed
EDNRB	9865	Bayes	Directed
EDNRB	AK095779	Bayes	Directed
hCT1644496.2	ZNF749	Bayes	Directed
ZNF141	ZCWPW2	Bayes	Directed
AF086375	HSS00006253	Bayes	Directed
SNX22	GPR17	Bayes	Directed
FTHP1	FTH1	Bayes	Directed
SALL3	ASCL1	Bayes	Directed
RTN4R	Contig48806_RC	Bayes	Directed
RTN4R	COL24A1	Bayes	Directed
196541	GTF3C4	Bayes	Directed
GSTA2	GSTA1	Bayes	Directed
GPRC5B	PHLPP	Bayes	Directed
GPRC5B	FAM123A	Bayes	Directed
GPRC5B	C5orf4	Bayes	Directed
GPRC5B	MTMR10	Bayes	Directed
GPRC5B	PMP22	Bayes	Directed
GPRC5B	FGFR2	Bayes	Directed
GPRC5B	PADI2	Bayes	Directed
FGFR1	FGFR4	Bayes	Directed
Contig46244_RC	BMF	Bayes	Directed
Contig46244_RC	FCGBP	Bayes	Directed
Contig46244_RC	RNASE3	Bayes	Directed
Contig46244_RC	ABCC12	Bayes	Directed
Contig46244_RC	PTPN7	Bayes	Directed
Contig46244_RC	SLC2A9	Bayes	Directed
Contig46244_RC	TMC8	Bayes	Directed
ATAD2	hCG_2024596	Bayes	Directed
BMP7	ABHD1	Bayes	Directed
hCT1644335.2	AKAP2	Bayes	Directed
CNOT7	IPO5	Bayes	Directed
XM_114855	ENST00000250515	Bayes	Directed
XM_114855	LILRP2	Bayes	Directed
BCL3	S100A9	Bayes	Directed
BCL3	NFKBIZ	Bayes	Directed
BCL3	SERTAD1	Bayes	Directed
645641	MEST	Bayes	Directed
KHDRBS2	FREM1	Bayes	Directed
AF035317	ZBBX	Bayes	Directed
LMAN1	PGGT1B	Bayes	Directed
LMAN1	KIAA1430	Bayes	Directed
LMAN1	TMED7	Bayes	Directed
FGFR3	Contig39391_RC	Bayes	Directed
FGFR3	MLC1	Bayes	Directed
FGFR3	ENST00000298636	Bayes	Directed
FGFR3	284570	Bayes	Directed
FGFR3	TTYH1	Bayes	Directed
FGFR3	GLI1	Bayes	Directed
FGFR3	ZNRF3	Bayes	Directed
FGFR3	RYR1	Bayes	Directed
OXR1	hCT1641088.2	Bayes	Directed
OXR1	ATP6V1C1	Bayes	Directed
OXR1	UGCG	Bayes	Directed
OXR1	MOBKL3	Bayes	Directed
OXR1	CACNA1E	Bayes	Directed
ITPR3	PGF	Bayes	Directed
ITPR3	MDK	Bayes	Directed
SLC39A2	TRIM69	Bayes	Directed
RSE_00000729974	PGM5P1	Bayes	Directed
RSE_00000729974	PNPT1	Bayes	Directed
340094	ADIPOQ	Bayes	Directed
340094	645864	Bayes	Directed
MLPH	Contig46597_RC	Bayes	Directed
MLPH	HSS00082776	Bayes	Directed
AF339771	AK093202	Bayes	Directed
AF339771	NOXA1	Bayes	Directed
AF339771	145814	Bayes	Directed
AF147300	AJ227898	Bayes	Directed
AF147300	AK025217	Bayes	Directed
AF147300	Contig23523_RC	Bayes	Directed
LIF	399844	Bayes	Directed
LIF	MAK	Bayes	Directed
KLF10	hCT1971392.1	Bayes	Directed
KLF10	SFTPC	Bayes	Directed
SPINT1	FOXN4	Bayes	Directed
SPINT1	Contig24738_RC	Bayes	Directed
SPINT1	HSS00054174	Bayes	Directed
SPINT1	AK026500	Bayes	Directed
SPINT1	HOXA10	Bayes	Directed
SIM2	CYP3A7	Bayes	Directed
LAIR1	SCIN	Bayes	Directed
LAIR1	CCR5	Bayes	Directed
FBXO30	AK022415	Bayes	Directed
AL049423	IPW	Bayes	Directed
AL049423	RHOBTB3	Bayes	Directed
AL049423	MEGF10	Bayes	Directed
AL049423	ZFHX4	Bayes	Directed
AL049423	YES1	Bayes	Directed
AL049423	PRSS16	Bayes	Directed
AL049423	SASH1	Bayes	Directed
AL049423	MYO10	Bayes	Directed
AL049423	PLEKHA7	Bayes	Directed
AL049423	AK001020	Bayes	Directed
OXCT1	CLUL1	Bayes	Directed
OXCT1	RASGRP1	Bayes	Directed
OXCT1	B3GALT2	Bayes	Directed
NRSN2	ATP6V0B	Bayes	Directed
NRSN2	XM_210340	Bayes	Directed
BMPR2	GABRB2	Bayes	Directed
BMPR2	CDS1	Bayes	Directed
BMPR2	CACNB4	Bayes	Directed
BMPR2	Contig17333_RC	Bayes	Directed
AK095013	ELAVL2	Bayes	Directed
AK095013	AK094803	Bayes	Directed
AK095013	ELOVL4	Bayes	Directed
AK095013	Contig43481_RC	Bayes	Directed
AK095013	CADPS2	Bayes	Directed
AK095013	Contig40026_RC	Bayes	Directed
Contig19733_RC	AF085861	Bayes	Directed
Contig19733_RC	Contig40149_RC	Bayes	Directed
Contig19733_RC	PTBP2	Bayes	Directed
Contig19733_RC	AF086283	Bayes	Directed
Contig44568_RC	SORBS2	Bayes	Directed
Contig44568_RC	DKK2	Bayes	Directed
HSG00513078	Contig14284_RC	Bayes	Directed
RBP3	GLP2R	Bayes	Directed
RBP3	hCT1830866	Bayes	Directed
RBP3	Contig26641	Bayes	Directed
RBP3	hCT5597.3	Bayes	Directed
RBP3	HSS00136884	Bayes	Directed
BST2	PARP12	Bayes	Directed
BST2	APOL3	Bayes	Directed
CENPH	RFPL2	Bayes	Directed
ASB2	TMIE	Bayes	Directed
FUT7	ADAMTSL1	Bayes	Directed
FUT7	BC025749	Bayes	Directed
PHKA1	PHKA1	Bayes	Directed
EFCAB3	OVOL1	Bayes	Directed
EFCAB3	TNFRSF10A	Bayes	Directed
BC017910	RCVRN	Bayes	Directed
SLC4A4	GPC5	Bayes	Directed
SLC4A4	Contig46242_RC	Bayes	Directed
SLC4A4	FZD8	Bayes	Directed
SLC4A4	CPE	Bayes	Directed
SLC4A4	EDNRB	Bayes	Directed
TMBIM4	PIWIL1	Bayes	Directed
hCT2315444	XM_172402	Bayes	Directed
hCT2315444	OR7E91P	Bayes	Directed
P2RY5	MGAT4A	Bayes	Directed
P2RY5	SAMD9	Bayes	Directed
P2RY5	CYSLTR1	Bayes	Directed
221091	FAM101A	Bayes	Directed
221091	DNASE1L3	Bayes	Directed
SNCG	HBQ1	Bayes	Directed
SNCG	ACOT4	Bayes	Directed
SNCG	LPA	Bayes	Directed
VSNL1	283683	Bayes	Directed
HSS00136884	SLC22A14	Bayes	Directed
HSS00136884	ZNF492	Bayes	Directed
HSS00136884	BC031882	Bayes	Directed
WTIP	ADAM33	Bayes	Directed
POU5F1P1	POU5F1	Bayes	Directed
C11orf9	ABCA2	Bayes	Directed
C11orf9	C10orf90	Bayes	Directed
C11orf9	Contig29226_RC	Bayes	Directed
C11orf9	SLCO3A1	Bayes	Directed
C11orf9	CAPN3	Bayes	Directed
C11orf9	643008	Bayes	Directed
C11orf9	HSS00185615	Bayes	Directed
C11orf9	PCTK3	Bayes	Directed
CYP3A5	DEFB1	Bayes	Directed
HAPLN1	ADAMTS5	Bayes	Directed
HAPLN1	ZNF697	Bayes	Directed
HAPLN1	ROBO2	Bayes	Directed
HAPLN1	TOX3	Bayes	Directed
HAPLN1	AP1G2	Bayes	Directed
FGFBP2	GZMB	Bayes	Directed
hCT2316255	XM_071144	Bayes	Directed
hCT2316255	ANK2	Bayes	Directed
hCT2316255	PTPLAD1	Bayes	Directed
hCT2316255	NAPG	Bayes	Directed
hCT2316255	CAPZA2	Bayes	Directed
hCT2316255	729082	Bayes	Directed
PRDM6	Contig30994_RC	Bayes	Directed
PRDM6	Contig42328_RC	Bayes	Directed
PRDM6	OLFML2A	Bayes	Directed
PRDM6	AK001099	Bayes	Directed
PRDM6	CPXM2	Bayes	Directed
PRDM6	ITGA9	Bayes	Directed
PLEKHA7	TCF7	Bayes	Directed
PLEKHA7	CARD8	Bayes	Directed
CNN2	ROR1	Bayes	Directed
GOLGA1	GULP1	Bayes	Directed
GOLGA1	PLCB1	Bayes	Directed
GOLGA1	EPHA3	Bayes	Directed
NELL1	PAFAH1B1	Bayes	Directed
NELL1	GPR158	Bayes	Directed
ZNF452	hCT1971424.1	Bayes	Directed
DIP2B	84281	Bayes	Directed
DIP2B	Contig43380_RC	Bayes	Directed
CD24	AK095208	Bayes	Directed
CDC42SE2	KCNAB1	Bayes	Directed
HSS00001419	MDFI	Bayes	Directed
HSS00257518	BC032911	Bayes	Directed
PDE1A	RUFY3	Bayes	Directed
KPNA3	EBPL	Bayes	Directed
UCP3	HSS00014001	Bayes	Directed
UCP3	ACRC	Bayes	Directed
HSG00502185	HSS00041267	Bayes	Directed
TMTC3	AF090888	Bayes	Directed
TMTC3	ENST00000296815	Bayes	Directed
ELK1	FAM118A	Bayes	Directed
ELK1	C6orf118	Bayes	Directed
ELK1	HSS00271399	Bayes	Directed
ELK1	AI869951_RC	Bayes	Directed
ELK1	AK097679	Bayes	Directed
ELK1	SLC25A41	Bayes	Directed
ELK1	Contig47297_RC	Bayes	Directed
HACL1	SLC25A17	Bayes	Directed
HACL1	KIAA0859	Bayes	Directed
COL9A1	FERMT1	Bayes	Directed
SCD	INSIG1	Bayes	Directed
PMS2L1	Contig34504_RC	Bayes	Directed
PMS2L1	Contig13866_RC	Bayes	Directed
hCT24363.3	HSG00304480	Bayes	Directed
GHITM	HTR2C	Bayes	Directed
GHITM	ICAM3	Bayes	Directed
KCNK2	ADAMTSL1	Bayes	Directed
KCNK2	C8orf34	Bayes	Directed
AK027219	HSS00046547	Bayes	Directed
AK027219	OSMR	Bayes	Directed
AK027219	BPGM	Bayes	Directed
AK027219	BCR	Bayes	Directed
AK027219	hCT1970924.1	Bayes	Directed
AK027219	LYPD5	Bayes	Directed
GPD2	TEAD1	Bayes	Directed
