Source Node    	Target Node    	Interaction Source	Interaction Type
BMPR1A	SMAD1	TGF-beta signaling pathway	Not Directed
IKBKG	NFKBIA	T cell receptor signaling pathway	Not Directed
CALML6	CAMK2A	Melanogenesis	Not Directed
SOS	N-Ras	Pleckstrin homology proteins interactions. Part I	Not Directed
MAPK1	IFNG	Natural killer cell mediated cytotoxicity	Not Directed
IL17B	IL17RB	Cytokine-cytokine receptor interaction	Not Directed
THY1	ITGAM	Leukocyte transendothelial migration	Not Directed
BIRC2	CASP6	Apoptosis	Not Directed
PP1-cat alpha	BAD	Phospholipid metabolism I	Not Directed
STAT5A	BCL2L1	Chronic myeloid leukemia	Not Directed
JNK(MAPK8-10)	Bcl-2	Phospholipid metabolism III	Not Directed
AKT3	TSC2	mTOR signaling pathway	Not Directed
TNFRSF1A	TRAF2	MAPK signaling pathway	Not Directed
SIPA1	RAP1A	Leukocyte transendothelial migration	Not Directed
ABL1	RB1	Cell cycle	Not Directed
SOS1	BCL2L1	Jak-STAT signaling pathway	Not Directed
Pertussis toxin	G-protein alpha-i family	Fatty acid synthesis I	Not Directed
PPARG	ACSL1	PPAR signaling pathway	Not Directed
AKT3	CHUK	B cell receptor signaling pathway	Not Directed
MAP2K4	MAPK8	Epithelial cell signaling in Helicobacter pylori infection	Not Directed
COMP	LTBP1	TGF-beta signaling pathway	Not Directed
SKP1A	SMAD2	TGF-beta signaling pathway	Not Directed
PDGFRA	PIK3R5	Glioma	Not Directed
ABL1	SHC2	Chronic myeloid leukemia	Not Directed
JAK1	PTPN11	Jak-STAT signaling pathway	Not Directed
RXRA	PDPK1	PPAR signaling pathway	Not Directed
CYP11B2	"reduced ferredoxin + Pregn-4-en-3,20-dione = 11beta-11-hydroxy-pregn-4-en-3,20-dione + oxidized ferredoxin"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
SYK	SHC2	Natural killer cell mediated cytotoxicity	Not Directed
CARD5	Caspase-9	Caspases cascade activation by granzyme and other signaling proteins	Not Directed
ORC6L	ORC4L	Cell cycle	Not Directed
MAP3K14	CHUK	T cell receptor signaling pathway	Not Directed
IL28B	IL10RB	Cytokine-cytokine receptor interaction	Not Directed
C7	C8A	Complement and coagulation cascades	Not Directed
PAK1	MAP2K4	Epithelial cell signaling in Helicobacter pylori infection	Not Directed
FER	CTNND1	Adherens junction	Not Directed
SYK	VAV3	Fc epsilon RI signaling pathway	Not Directed
MAPK14	DDIT3	MAPK signaling pathway	Not Directed
E2F1	RB1	Non-small cell lung cancer	Not Directed
INHBB	ACVR1	Cytokine-cytokine receptor interaction	Not Directed
MAFA	INS	Type II diabetes mellitus	Not Directed
RhoGDI alpha	RhoA	Glycolysis and gluconeogenesis	Not Directed
JAK2	Erk (MAPK1/3)	Erk Interactions: Activation and selected Erk targets	Not Directed
PTEN	AKT3	Tight junction	Not Directed
Shc	FOXO3A	Pleckstrin homology proteins interactions. Part I	Not Directed
ORC6L	MCM4	Cell cycle	Not Directed
FGD1	CDC42	Pleckstrin homology proteins interactions. Part III	Not Directed
LAMC3	CD44	ECM-receptor interaction	Not Directed
MDM2	TP53	Chronic myeloid leukemia	Not Directed
PDK1	AKT3	Fc epsilon RI signaling pathway	Not Directed
CREB1	HLA-A	Antigen processing and presentation	Not Directed
MADCAM1	ITGA4	Cell adhesion molecules (CAMs)	Not Directed
SLC9A1	MSN	Regulation of actin cytoskeleton	Not Directed
PPARA	ANGPTL4	PPAR signaling pathway	Not Directed
RAPGEF2	RRAS2	MAPK signaling pathway	Not Directed
WIP1	PP2C	Pregnenolone and progesterone biosynthesis and metabolism p.2	Not Directed
ANAPC10	ANAPC10	Cell cycle	Not Directed
ERBB3	ERBB2	ErbB signaling pathway	Not Directed
SOCS4	JAK1	Jak-STAT signaling pathway	Not Directed
KLRD1	KLRC2	Natural killer cell mediated cytotoxicity	Not Directed
HDAC1	NCOR2	Notch signaling pathway	Not Directed
IRS-1	NCK2 (Grb4)	Heme metabolism	Not Directed
RXRA	FABP3	PPAR signaling pathway	Not Directed
TNF	FRAP1	Type II diabetes mellitus	Not Directed
NGFB	NTRK1	Apoptosis	Not Directed
FN1	ITGA2B	ECM-receptor interaction	Not Directed
MAPK8	JUN	ErbB signaling pathway	Not Directed
BUB1	BUB1B	Cell cycle	Not Directed
RAC1	PAK4	Regulation of actin cytoskeleton	Not Directed
TFDP1	MYC	TGF-beta signaling pathway	Not Directed
Matrilysin (MMP-7)	Fibronectin	Leucine and lysine metabolism	Not Directed
PDK1	AKT3	T cell receptor signaling pathway	Not Directed
CLCF1	IL6ST	Cytokine-cytokine receptor interaction	Not Directed
AKT3	CASP9	Pancreatic cancer	Not Directed
SELPLG	SELP	Cell adhesion molecules (CAMs)	Not Directed
PRKACA	KCNB1	Taste transduction	Not Directed
FGF1	FGFR2	Role of PBX in fibroblasts signaling pathways	Not Directed
ROCK	LIMK2	Fructose metabolism	Not Directed
HD	HIP2	Huntington's disease	Not Directed
INSR	CTNNB1	Adherens junction	Not Directed
PRKACA	GSK3B	Wnt signaling pathway	Not Directed
CDK5	DPYSL2	Axon guidance	Not Directed
ethanol	GABA-A receptor	Fatty acid oxidation I	Not Directed
Erk (MAPK1/3)	c-Fos	Erk Interactions: Activation and selected Erk targets	Not Directed
MAPK1	SMAD1	TGF-beta signaling pathway	Not Directed
PPARG	FABP4	PPAR signaling pathway	Not Directed
CHRD	GDF7	TGF-beta signaling pathway	Not Directed
LEF1	MYC	Endometrial cancer	Not Directed
11261	BAD	Apoptosis	Not Directed
VTN	ITGB5	ECM-receptor interaction	Not Directed
MAP2K4	MAPK8	MAPK signaling pathway	Not Directed
IRF3	CD40	Toll-like receptor signaling pathway	Not Directed
MYC	CKS1B	Small cell lung cancer	Not Directed
CD247	FCGR3A	Natural killer cell mediated cytotoxicity	Not Directed
LEP	LEPR	Neuroactive ligand-receptor interaction	Not Directed
ZFYVE9	SMAD2	TGF-beta signaling pathway	Not Directed
FN1	ITGA5	ECM-receptor interaction	Not Directed
RXRA	PCK1	PPAR signaling pathway	Not Directed
Pifithrin-alpha	p53	Cholesterol metabolism III. Biosynthesis of bile acid	Not Directed
AKT3	CDKN1B	Chronic myeloid leukemia	Not Directed
IL28A	IL28RA	Cytokine-cytokine receptor interaction	Not Directed
CDK4	RB1	Chronic myeloid leukemia	Not Directed
MAP3K1	MAP2K1	MAPK signaling pathway	Not Directed
440915	TJP1	Adherens junction	Not Directed
RHOA	ROCK1	Leukocyte transendothelial migration	Not Directed
S5AR2	"3alpha-hydroxy-4-pregnen-20-one + NAD(P)H = NAD(P)('+) + 3beta,5alpha-3-hydroxy-pregnan-20-one"	Pregnenolone and progesterone biosynthesis and metabolism p.2	Not Directed
RAPGEF1	RAP1A	Focal adhesion	Not Directed
ILK	PXN	Focal adhesion	Not Directed
CD4	HLA-DMA	Antigen processing and presentation	Not Directed
CHEK1	CDC25A	Cell cycle	Not Directed
RAC1	MAPK8	Focal adhesion	Not Directed
CYP11A1	"reduced ferredoxin + O(,2) + 3beta-cholest-5-en-3-ol = H(,2)O + oxidized ferredoxin + 3beta,20alpha-cholest-5-en-3,20-diol"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
p15	CDK6	Fatty acid synthesis I	Not Directed
GDF7	AMHR2	TGF-beta signaling pathway	Not Directed
MAP3K7	MAP3K7IP2	Toll-like receptor signaling pathway	Not Directed
MAP3K8	MAP2K2	MAPK signaling pathway	Not Directed
PKMYT1	CDC2	Cell cycle	Not Directed
AKT3	GSK3B	Focal adhesion	Not Directed
ESAM	ESAM	Cell adhesion molecules (CAMs)	Not Directed
CYP21A2	"electron donor + O(,2) + 3beta-3-hydroxy-pregn-5-en-20-one = H(,2)O + electron acceptor + 3beta-3,21-dihydroxy-pregn-5-en-20-one"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
IFNG	IFNGR2	Cytokine-cytokine receptor interaction	Not Directed
IL6ST	IL11RA	Cytokine-cytokine receptor interaction	Not Directed
TNC	ITGA8	ECM-receptor interaction	Not Directed
GSK3B	CTNNB1	Prostate cancer	Not Directed
A2M	PROS1	Complement and coagulation cascades	Not Directed
CYP17	"NAD(P)H + O(,2) + Pregn-4-en-3,20-dione = 17alpha-17-hydroxy-pregn-4-en-3,20-dione + H(,2)O + NAD(P)('+)"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
GZMB	BID	Natural killer cell mediated cytotoxicity	Not Directed
TNFSF10	TNFRSF10B	Cytokine-cytokine receptor interaction	Not Directed
MAP3K7IP1	MAP2K4	Toll-like receptor signaling pathway	Not Directed
MET	GAB1	Renal cell carcinoma	Not Directed
PKC-alpha	IRS-1	Phospholipid metabolism III	Not Directed
11261	NFATC2	MAPK signaling pathway	Not Directed
p15	CDK4	Fatty acid synthesis I	Not Directed
C5	C6	Complement and coagulation cascades	Not Directed
p90Rsk	CREB1	Erk Interactions: Activation and selected Erk targets	Not Directed
DVL1	RAC1	Wnt signaling pathway	Not Directed
PTPRJ	CTNND1	Adherens junction	Not Directed
F3	F10	Complement and coagulation cascades	Not Directed
NKX2-2	INS	Maturity onset diabetes of the young	Not Directed
RASGRF2	H-Ras	Pleckstrin homology proteins interactions. Part III	Not Directed
ORC1L	MCM2	Cell cycle	Not Directed
CTNNA1	VCL	Adherens junction	Not Directed
TNFSF10	TNFRSF10A	Cytokine-cytokine receptor interaction	Not Directed
Galpha(i)-specific cannabis GPSRs	G-protein alpha-i family	Methionine metabolism	Not Directed
STAT3	PRKAG2	Adipocytokine signaling pathway	Not Directed
MAPK1	ELK1	MAPK signaling pathway	Not Directed
MAP3K1	MAP3K14	MAPK signaling pathway	Not Directed
IGF-1 receptor	IRS-4	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
CNTN2	CNTNAP2	Cell adhesion molecules (CAMs)	Not Directed
INPP5D	FCGR2B	B cell receptor signaling pathway	Not Directed
VWF	GP9	ECM-receptor interaction	Not Directed
KCNJ5	RBPJL	Notch signaling pathway	Not Directed
ITGA9	ITGB1	Cell adhesion molecules (CAMs)	Not Directed
CDC42	IQGAP2	Regulation of actin cytoskeleton	Not Directed
TC21	RGL	Tryptophan metabolism	Not Directed
DVL1	PRICKLE1	Wnt signaling pathway	Not Directed
RHOA	DIAPH1	Regulation of actin cytoskeleton	Not Directed
IL21	IL21R	Cytokine-cytokine receptor interaction	Not Directed
HSP90	AKT(PKB)	UMP biosynthesis	Not Directed
TAK1(MAP3K7)	NIK(MAP3K14)	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
NPAS2	CRY1	Circadian rhythm	Not Directed
MYD88	IRAK4	Toll-like receptor signaling pathway	Not Directed
TJP1	CSDA	Tight junction	Not Directed
FOXA2	PDX1	Maturity onset diabetes of the young	Not Directed
CDC45L	MCM5	Cell cycle	Not Directed
IL1A	IL1R2	Cytokine-cytokine receptor interaction	Not Directed
PPARG	SORBS1	PPAR signaling pathway	Not Directed
JAK1	STAT3	Cholesterol metabolism III. Biosynthesis of bile acid	Not Directed
SREBF1	FASN	Insulin signaling pathway	Not Directed
CXCL1	IL8RB	Cytokine-cytokine receptor interaction	Not Directed
SMAD4	E2F4	TGF-beta signaling pathway	Not Directed
LTB	LTBR	Cytokine-cytokine receptor interaction	Not Directed
LEF1	MITF	Melanogenesis	Not Directed
MBL2	MASP2	Complement and coagulation cascades	Not Directed
ERBB2	GRB2	Non-small cell lung cancer	Not Directed
ORC6L	MCM2	Cell cycle	Not Directed
INSR	IRS1	Type II diabetes mellitus	Not Directed
GSK3B	DPYSL2	Axon guidance	Not Directed
OSM	LIFR	Cytokine-cytokine receptor interaction	Not Directed
NRAS	PIK3CA	Acute myeloid leukemia	Not Directed
PARP-1	DNA	Cholesterol metabolism III. Biosynthesis of bile acid	Not Directed
MET	GRB2	Renal cell carcinoma	Not Directed
CRK	RAPGEF1	Focal adhesion	Not Directed
BMPR1B	ACVR2A	Cytokine-cytokine receptor interaction	Not Directed
SERPINA5	PROS1	Complement and coagulation cascades	Not Directed
PARD6A	PRKCI	Tight junction	Not Directed
PKC-zeta	MARCKS	Phospholipid metabolism II	Not Directed
FZR1	CCNB3	Cell cycle	Not Directed
KIR2DS2	DAP12	ATP/ITP metabolism	Not Directed
ACTH	MC4R	Gs-a Specific GPCRs  (in brain)	Not Directed
SRGAP2	CDC42	Axon guidance	Not Directed
RET	HRAS	Thyroid cancer	Not Directed
FYN	GAB2	Fc epsilon RI signaling pathway	Not Directed
Ca('2) cytosol	Synaptotagmin	Polyamines metabolism	Not Directed
SREBF1	ACACA	Insulin signaling pathway	Not Directed
CCL5	CCR1	Cytokine-cytokine receptor interaction	Not Directed
SYK	BLNK	B cell receptor signaling pathway	Not Directed
MEKK1(MAP3K1)	MEK6(MAP2K6)	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
PECAM1	CTNNB1	Leukocyte transendothelial migration	Not Directed
MAPK1	MYC	Colorectal cancer	Not Directed
SMAD2	CREBBP	TGF-beta signaling pathway	Not Directed
FGFR1	CTNNB1	Adherens junction	Not Directed
PSEN1	NOTCH1	Notch signaling pathway	Not Directed
TOLLIP	TIRAP	Toll-like receptor signaling pathway	Not Directed
SEMA4F	PLXNB2	Axon guidance	Not Directed
CYBB	NCF2	Leukocyte transendothelial migration	Not Directed
SHP	PPAR-gamma	"Histidine, proline, glutamate and glutamine metabolism"	Not Directed
Telomerase RNA component	TERT	Riboflavin metabolism	Not Directed
PLXNA1	RND1	Axon guidance	Not Directed
MAP3K7IP2	CCL5	Toll-like receptor signaling pathway	Not Directed
SPP1	ITGB5	ECM-receptor interaction	Not Directed
CDC42	RAC1	Adherens junction	Not Directed
RUNX1	CEBPA	Acute myeloid leukemia	Not Directed
PIK3R5	FRAP1	Type II diabetes mellitus	Not Directed
BAIAP2	440915	Adherens junction	Not Directed
Adenosine A2b receptor	G-protein alpha-q/11	"A2BR signaling via G-protein beta/gamma dimer. Activation of PI3K, PLCB and PLA2"	Not Directed
GRB2	SOS1	Renal cell carcinoma	Not Directed
F2R	GNA13	Regulation of actin cytoskeleton	Not Directed
CDC7	MCM6	Cell cycle	Not Directed
DDEF2(PAG3)	ARF5	Pleckstrin homology proteins interactions. Part II	Not Directed
EGFR	GRB2	ErbB signaling pathway	Not Directed
BCL10	CARD11	T cell receptor signaling pathway	Not Directed
CAMK2A	HRAS	Glioma	Not Directed
CalDAG-GEFIII	RAP-1A	Propionate metabolism. Part II	Not Directed
CYBA	NCF4	Leukocyte transendothelial migration	Not Directed
PRKCI	SREBF1	Insulin signaling pathway	Not Directed
GNAS	ADCY1	Melanogenesis	Not Directed
ABL1	GRB2	Chronic myeloid leukemia	Not Directed
Caspase-3	PAK2	Caspases cascade activation by granzyme and other signaling proteins	Not Directed
APP	LRP1	Alzheimer's disease	Not Directed
PPP1R12A	CAMK2A	Long-term potentiation	Not Directed
ACTN4	ITGA11	Focal adhesion	Not Directed
CRK	DOCK1	Regulation of actin cytoskeleton	Not Directed
ZAP70	LCP2	Natural killer cell mediated cytotoxicity	Not Directed
NIP2	RhoGAP1	Role of PBX in fibroblasts signaling pathways	Not Directed
SOS1	MYC	Jak-STAT signaling pathway	Not Directed
EPAS1	SLC2A1	Renal cell carcinoma	Not Directed
ZAP70	CD247	T cell receptor signaling pathway	Not Directed
ITGAV	ITGB3	ECM-receptor interaction	Not Directed
CALML6	PDE1A	Calcium signaling pathway	Not Directed
NRG2	ERBB3	ErbB signaling pathway	Not Directed
Erk (MAPK1/3)	p90Rsk	Erk Interactions: Activation and selected Erk targets	Not Directed
L1CAM	NRP1	Axon guidance	Not Directed
IKBKE	IRF3	Toll-like receptor signaling pathway	Not Directed
HD	PLEKHA8	Huntington's disease	Not Directed
PPARA	EHHADH	PPAR signaling pathway	Not Directed
COL1A1	ITGA3	ECM-receptor interaction	Not Directed
DBF4	MCM4	Cell cycle	Not Directed
AKT(PKB)	eNOS	dGTP/GTP/XTP metabolism	Not Directed
STAT1	FIGF	Pancreatic cancer	Not Directed
AP-1	HMBS	dCTP/dUTP metabolism	Not Directed
MAP3K1	CHUK	MAPK signaling pathway	Not Directed
EFNA1	RASA1	Axon guidance	Not Directed
MAG	MAG	Cell adhesion molecules (CAMs)	Not Directed
RERE	ATN1	Dentatorubropallidoluysian atrophy (DRPLA)	Not Directed
RBL1	MYC	TGF-beta signaling pathway	Not Directed
IRS-4	IRS-1	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
AK1D1	"NAD(P)H + Pregn-4-en-3,20-dione = NAD(P)('+) + 5beta-Pregnan-3,20-dione"	Pregnenolone and progesterone biosynthesis and metabolism p.2	Not Directed
CDK7	CDK6	"Histidine, proline, glutamate and glutamine metabolism"	Not Directed
PVRL3	PVRL1	Cell adhesion molecules (CAMs)	Not Directed
"PtdIns(3,4,5)P3"	TRIO	Pleckstrin homology proteins interactions. Part I	Not Directed
SOS1	HRAS	Natural killer cell mediated cytotoxicity	Not Directed
ORC5L	MCM2	Cell cycle	Not Directed
ORC6L	ORC3L	Cell cycle	Not Directed
IL9	IL2RG	Cytokine-cytokine receptor interaction	Not Directed
PPP2CA	PRKCI	Tight junction	Not Directed
PI3K reg class IA	PI3K cat class IA	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
G-protein alpha-q/11	PLC-beta	A2BR signaling via G-beta/gamma dimer.  Activation of PH-domain proteins. (map 2)	Not Directed
ORC6L	ORC2L	Cell cycle	Not Directed
SRC	HRAS	GnRH signaling pathway	Not Directed
Parathyroid hormone	PTHR2	Gs-a Specific GPCRs  (in brain)	Not Directed
CREBBP	EPAS1	Renal cell carcinoma	Not Directed
VAMP4	STX2	SNARE interactions in vesicular transport	Not Directed
DOK2	p120GAP	Pleckstrin homology proteins interactions. Part III	Not Directed
Bim	Bax	Arachidonic acid production	Not Directed
CYP11A1	"reduced ferredoxin + O(,2) + 3beta-cholest-5-en-3-ol 3-sulfate = H(,2)O + oxidized ferredoxin + 3beta-3-hydroxy-pregn-5-en-20-one 3-sulfate"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
NTRK1	PIK3R5	Apoptosis	Not Directed
SEC22B	STX18	SNARE interactions in vesicular transport	Not Directed
PRL	PRLR	Cytokine-cytokine receptor interaction	Not Directed
IL2RB	IL15RA	Cytokine-cytokine receptor interaction	Not Directed
CSF2	CSF2RA	Cytokine-cytokine receptor interaction	Not Directed
TGFB1	SMAD4	Cell cycle	Not Directed
"PtdIns(3,4,5)P3"	PIKE(CENTG1)	dGTP/GTP/XTP metabolism	Not Directed
MAPK8IP3	MAP3K1	MAPK signaling pathway	Not Directed
PTPRM	CTNNB1	Adherens junction	Not Directed
MAPK1	ETS1	Dorso-ventral axis formation	Not Directed
LTBP1	TGFB1	TGF-beta signaling pathway	Not Directed
F11R	ITGB2	Leukocyte transendothelial migration	Not Directed
IKBKB	IKBKG	B cell receptor signaling pathway	Not Directed
AKT3	CHUK	Acute myeloid leukemia	Not Directed
PLC-gamma 1	PIKE(CENTG1)	dGTP/GTP/XTP metabolism	Not Directed
FRAP1	EIF4EBP1	ErbB signaling pathway	Not Directed
KRAS	PIK3R5	Non-small cell lung cancer	Not Directed
ASK1 (MAP3K5)	MEK6(MAP2K6)	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
SREBF1	GCK	Insulin signaling pathway	Not Directed
CD4	LCK	T cell receptor signaling pathway	Not Directed
APC2	DVL1	Wnt signaling pathway	Not Directed
PEX19	PMP70	Aminosugars metabolism	Not Directed
HCST	PLCG1	Natural killer cell mediated cytotoxicity	Not Directed
Aspirin cytosol	IKK-beta	Glycolysis and gluconeogenesis	Not Directed
Beta-catenin	Lef-1	Urea cycle	Not Directed
440915	ARPC5	Regulation of actin cytoskeleton	Not Directed
CDK7	CDK6	"Alanine, serine, cysteine, threonine and glycine metabolism"	Not Directed
GP1BB	GP5	ECM-receptor interaction	Not Directed
CAMK2A	GRIA1	Long-term potentiation	Not Directed
BET1	STX5	SNARE interactions in vesicular transport	Not Directed
CDC7	MCM3	Cell cycle	Not Directed
PVRL1	PVRL1	Cell adhesion molecules (CAMs)	Not Directed
SOS1	HRAS	Acute myeloid leukemia	Not Directed
PIK3R5	SLC2A4	Type II diabetes mellitus	Not Directed
11261	NFAT5	T cell receptor signaling pathway	Not Directed
MAPK8	NFATC4	MAPK signaling pathway	Not Directed
CDC45L	MCM2	Cell cycle	Not Directed
EVI1	MAPK8	MAPK signaling pathway	Not Directed
L1CAM	NCAM1	Cell adhesion molecules (CAMs)	Not Directed
ADAM10	HBEGF	Epithelial cell signaling in Helicobacter pylori infection	Not Directed
TNC	ITGB1	ECM-receptor interaction	Not Directed
THBS1	CD47	ECM-receptor interaction	Not Directed
PRKACA	CREBBP	Melanogenesis	Not Directed
PRKACA	PLN	Calcium signaling pathway	Not Directed
CD59	C9	Complement and coagulation cascades	Not Directed
MARCKS	ACTA1	Acetylcholine metabolism	Not Directed
TNF	TNFRSF1A	Adipocytokine signaling pathway	Not Directed
DCC	RHOA	Axon guidance	Not Directed
ORC6L	ORC1L	Cell cycle	Not Directed
ACVR1C	SMAD2	TGF-beta signaling pathway	Not Directed
CASP3	PAK1	MAPK signaling pathway	Not Directed
TUBB3	ARHGEF2	Pathogenic Escherichia coli infection	Not Directed
PRKCB1	TYR	Melanogenesis	Not Directed
DBF4	MCM2	Cell cycle	Not Directed
IL5	IL5RA	Cytokine-cytokine receptor interaction	Not Directed
FRAP1	AKT3	mTOR signaling pathway	Not Directed
IRS-4	CrkL	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
SMAD2	E2F4	TGF-beta signaling pathway	Not Directed
RAC1	PAK4	Axon guidance	Not Directed
RHOA	ROCK1	Regulation of actin cytoskeleton	Not Directed
CHUK	NFKBIA	Epithelial cell signaling in Helicobacter pylori infection	Not Directed
TAPBP	TAP1	Antigen processing and presentation	Not Directed
CAMK2A	ADCY3	Olfactory transduction	Not Directed
EGF	EGFR	Endometrial cancer	Not Directed
MAGI3	PTEN	Tight junction	Not Directed
ORC5L	MCM3	Cell cycle	Not Directed
PRKAA1	TSC2	mTOR signaling pathway	Not Directed
ICAM1	Cytohesin1	Pleckstrin homology proteins interactions. Part II	Not Directed
